"ADMX","Parent Category","Name","Display Name","Class","Explain Text","Supported On","Key","Value Name"
"WindowsExplorer.admx","Intranet Zone","IZ_Policy_OpenSearchPreview_Intranet","Allow previewing and custom thumbnails of OpenSearch query results in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\1","180F"
"WindowsExplorer.admx","Trusted Sites Zone","IZ_Policy_OpenSearchPreview_Trusted","Allow previewing and custom thumbnails of OpenSearch query results in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","180F"
"WindowsExplorer.admx","Internet Zone","IZ_Policy_OpenSearchPreview_Internet","Allow previewing and custom thumbnails of OpenSearch query results in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3","180F"
"WindowsExplorer.admx","Restricted Sites Zone","IZ_Policy_OpenSearchPreview_Restricted","Allow previewing and custom thumbnails of OpenSearch query results in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4","180F"
"WindowsExplorer.admx","Locked-Down Local Machine Zone","IZ_Policy_OpenSearchPreview_LocalMachineLockdown","Allow previewing and custom thumbnails of OpenSearch query results in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\0","180F"
"WindowsExplorer.admx","Locked-Down Intranet Zone","IZ_Policy_OpenSearchPreview_IntranetLockdown","Allow previewing and custom thumbnails of OpenSearch query results in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\1","180F"
"WindowsExplorer.admx","Locked-Down Trusted Sites Zone","IZ_Policy_OpenSearchPreview_TrustedLockdown","Allow previewing and custom thumbnails of OpenSearch query results in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\2","180F"
"WindowsExplorer.admx","Locked-Down Internet Zone","IZ_Policy_OpenSearchPreview_InternetLockdown","Allow previewing and custom thumbnails of OpenSearch query results in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\3","180F"
"WindowsExplorer.admx","Locked-Down Restricted Sites Zone","IZ_Policy_OpenSearchPreview_RestrictedLockdown","Allow previewing and custom thumbnails of OpenSearch query results in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","180F"
"WindowsExplorer.admx","File Explorer","DefaultLibrariesLocation","Location where all default Library definition files for users/machines reside.","Both","","At least Windows Server 2012, Windows 8 or Windows RT","SOFTWARE\Policies\Microsoft\Windows\Explorer","DefaultLibrariesLocation"
"WindowsExplorer.admx","File Explorer","EnableSmartScreen","Configure Windows Defender SmartScreen","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows\System","EnableSmartScreen"
"WindowsExplorer.admx","File Explorer","ShowLockOption","Show lock in the user tile menu","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows\Explorer","ShowLockOption"
"WindowsExplorer.admx","File Explorer","ShowSleepOption","Show sleep in the power options menu","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows\Explorer","ShowSleepOption"
"WindowsExplorer.admx","File Explorer","ShowHibernateOption","Show hibernate in the power options menu","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows\Explorer","ShowHibernateOption"
"WindowsExplorer.admx","File Explorer","NoNewAppAlert","Do not show the 'new application installed' notification","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows\Explorer","NoNewAppAlert"
"WindowsExplorer.admx","File Explorer","ExplorerRibbonStartsMinimized","Start File Explorer with ribbon minimized","Both","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows\Explorer","ExplorerRibbonStartsMinimized"
"WindowsExplorer.admx","File Explorer","DefaultAssociationsConfiguration","Set a default associations configuration file","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows\System","DefaultAssociationsConfiguration"
"WindowsExplorer.admx","File Explorer","EnableShellShortcutIconRemotePath","Allow the use of remote paths in file shortcut icons","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows\Explorer","EnableShellShortcutIconRemotePath"
"WindowsFileProtection.admx","Windows File Protection","WFPDllCacheDir","Specify Windows File Protection cache location","Machine","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Policies\Microsoft\Windows NT\Windows File Protection","SFCDllCacheDir"
"WindowsFileProtection.admx","Windows File Protection","WFPQuota","Limit Windows File Protection cache size","Machine","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Policies\Microsoft\Windows NT\Windows File Protection","SfcQuota"
"WindowsFileProtection.admx","Windows File Protection","WFPScan","Set Windows File Protection scanning","Machine","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Policies\Microsoft\Windows NT\Windows File Protection","SfcScan"
"WindowsFileProtection.admx","Windows File Protection","WFPShowProgress","Hide the file scan progress window","Machine","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Policies\Microsoft\Windows NT\Windows File Protection","SfcShowProgress"
"WindowsFirewall.admx","Windows Defender Firewall","WF_AuthenticatedBypass_Name","Windows Defender Firewall: Allow authenticated IPsec bypass","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\Windows\IPSec\ICFv4","BypassFirewall"
"WindowsFirewall.admx","Domain Profile","WF_AllowedPrograms_Name_1","Windows Defender Firewall: Define inbound program exceptions","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\AuthorizedApplications","Enabled"
"WindowsFirewall.admx","Domain Profile","WF_AllowedProgramsLocal_Name_1","Windows Defender Firewall: Allow local program exceptions","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\AuthorizedApplications","AllowUserPrefMerge"
"WindowsFirewall.admx","Domain Profile","WF_EnableFirewall_Name_1","Windows Defender Firewall: Protect all network connections","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile","EnableFirewall"
"WindowsFirewall.admx","Domain Profile","WF_EnableShield_Name_1","Windows Defender Firewall: Do not allow exceptions","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile","DoNotAllowExceptions"
"WindowsFirewall.admx","Domain Profile","WF_FileAndPrint_Name_1","Windows Defender Firewall: Allow inbound file and printer sharing exception","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Services\FileAndPrint","Enabled"
"WindowsFirewall.admx","Domain Profile","WF_IcmpSettings_Name_1","Windows Defender Firewall: Allow ICMP exceptions","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\IcmpSettings","AllowOutboundDestinationUnreachable ; AllowOutboundSourceQuench ; AllowRedirect ; AllowInboundEchoRequest ; AllowInboundRouterRequest ; AllowOutboundTimeExceeded ; AllowOutboundParameterProblem ; AllowInboundTimestampRequest ; AllowInboundMaskRequest ; AllowOutboundPacketTooBig"
"WindowsFirewall.admx","Domain Profile","WF_Logging_Name_1","Windows Defender Firewall: Allow logging","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging","LogDroppedPackets ; LogSuccessfulConnections ; LogFilePath ; LogFileSize"
"WindowsFirewall.admx","Domain Profile","WF_Notifications_Name_1","Windows Defender Firewall: Prohibit notifications","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile","DisableNotifications"
"WindowsFirewall.admx","Domain Profile","WF_OpenPorts_Name_1","Windows Defender Firewall: Define inbound port exceptions","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\GloballyOpenPorts","Enabled"
"WindowsFirewall.admx","Domain Profile","WF_OpenPortsLocal_Name_1","Windows Defender Firewall: Allow local port exceptions","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\GloballyOpenPorts","AllowUserPrefMerge"
"WindowsFirewall.admx","Domain Profile","WF_RemoteAdmin_Name_1","Windows Defender Firewall: Allow inbound remote administration exception ","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\RemoteAdminSettings","Enabled"
"WindowsFirewall.admx","Domain Profile","WF_RemoteDesktop_Name_1","Windows Defender Firewall: Allow inbound Remote Desktop exceptions","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Services\RemoteDesktop","Enabled"
"WindowsFirewall.admx","Domain Profile","WF_UnicastResponseToMulticast_Name_1","Windows Defender Firewall: Prohibit unicast response to multicast or broadcast requests","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile","DisableUnicastResponsesToMulticastBroadcast"
"WindowsFirewall.admx","Domain Profile","WF_UniversalPlugAndPlay_Name_1","Windows Defender Firewall: Allow inbound UPnP framework exceptions","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Services\UPnPFramework","Enabled"
"WindowsFirewall.admx","Standard Profile","WF_AllowedPrograms_Name_2","Windows Defender Firewall: Define inbound program exceptions","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\StandardProfile\AuthorizedApplications","Enabled"
"WindowsFirewall.admx","Standard Profile","WF_AllowedProgramsLocal_Name_2","Windows Defender Firewall: Allow local program exceptions","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\StandardProfile\AuthorizedApplications","AllowUserPrefMerge"
"WindowsFirewall.admx","Standard Profile","WF_EnableFirewall_Name_2","Windows Defender Firewall: Protect all network connections","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\StandardProfile","EnableFirewall"
"WindowsFirewall.admx","Standard Profile","WF_EnableShield_Name_2","Windows Defender Firewall: Do not allow exceptions","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\StandardProfile","DoNotAllowExceptions"
"WindowsFirewall.admx","Standard Profile","WF_FileAndPrint_Name_2","Windows Defender Firewall: Allow inbound file and printer sharing exception","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\StandardProfile\Services\FileAndPrint","Enabled"
"WindowsFirewall.admx","Standard Profile","WF_IcmpSettings_Name_2","Windows Defender Firewall: Allow ICMP exceptions","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\StandardProfile\IcmpSettings","AllowOutboundDestinationUnreachable ; AllowOutboundSourceQuench ; AllowRedirect ; AllowInboundEchoRequest ; AllowInboundRouterRequest ; AllowOutboundTimeExceeded ; AllowOutboundParameterProblem ; AllowInboundTimestampRequest ; AllowInboundMaskRequest ; AllowOutboundPacketTooBig"
"WindowsFirewall.admx","Standard Profile","WF_Logging_Name_2","Windows Defender Firewall: Allow logging","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\StandardProfile\Logging","LogDroppedPackets ; LogSuccessfulConnections ; LogFilePath ; LogFileSize"
"WindowsFirewall.admx","Standard Profile","WF_Notifications_Name_2","Windows Defender Firewall: Prohibit notifications","Machine","","At least Windows XP Professional with SP2","SOFTWARE\Policies\Microsoft\WindowsFirewall\StandardProfile","DisableNotifications"
